Kernels run without MPI
Kernels            ,    Problem size ,    Reps ,    Iterations/rep , Kernels/rep ,    Bytes/rep ,    FLOPS/rep
Algorithm_MEMSET   ,         1000000 ,     100 ,           1000000 ,           1 ,      8000008 ,            0
